146.196.123.60	63909
110.77.212.8	62225
190.117.172.115	53281
46.101.11.131	3128
45.76.141.168	3128
85.112.188.186	63909
91.242.210.24	53281
5.61.212.42	53281
109.232.107.150	8080
195.154.77.130	3128
52.48.122.100	3128
217.24.160.10	3128
81.10.172.142	3128
195.4.156.59	8080
93.75.146.40	53281
139.59.231.198	3128
178.62.15.246	8118
188.214.122.153	53281
103.227.255.78	3128
119.42.79.142	62225
